web-scraper-order,web-scraper-start-url,links,links-href,name,price,adresse,image-link-src
"1739076921-1","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476429","Mouton","175 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2476429_uploaded_image1_1595552984.jpg""); width: 414px;"
"1739076923-2","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476432","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2476432_uploaded_image1_1595553029.jpg""); width: 414px;"
"1739076925-3","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476438","Mouton","185 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2476438_uploaded_image1_1595553129.jpg""); width: 414px;"
"1739076929-4","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476442","Mouton","135 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2476442_uploaded_image1_1595553184.jpg""); width: 414px;"
"1739076931-5","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476451","Mouton","135 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2476451_uploaded_image1_1595553317.jpg""); width: 414px;"
"1739076935-6","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2478859","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2478859_uploaded_image1_1595606128.43.jpeg""); width: 567px;"
"1739076939-7","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2478871","Moutons","325 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2478871_uploaded_image1_1595606375.21.jpeg""); width: 567px;"
"1739076945-8","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2479050","Mouton","500 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2479050_uploaded_image2_1595609326.jpeg""); width: 476px;"
"1739076949-9","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2479813","Moutons","350 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2479813_uploaded_image1_1595623583.jpg""); width: 388px;"
"1739076952-10","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480059","Mouton","125 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2480059_uploaded_image1_1595628588.jpg""); width: 410px;"
