page-link,name,price,adresse,image-link,devise,quartier,ville,pays
https://sn.coinafrique.com/annonce/autres-animaux/vaches-1500655,Vaches,275000.0,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1500655_uploaded_image2_1579358079.13.png""); width: 397px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/couple-de-chevre-1521675,Couple de chèvre,299564.11042944784,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1521675_uploaded_image1_1579700066.65.png""); width: 402px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/boeufs-1544433,Boeufs,750000.0,"Tambacounda, Sénégal","background-image: url(""https://images.coinafrique.com/1544433_uploaded_image1_1580089804.86.png""); width: 554px;",CFA,"Tambacounda,","Tambacounda,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/buf-1606230,Bœuf,600000.0,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/1606230_uploaded_image1_1581008311.59.png""); width: 396px;",CFA,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-1825906,Chat siamois,350000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1825906_uploaded_image3_1584739511.66.png""); width: 369px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/dindon-rouge-1890125,Dindon rouge,30000.0,"Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1890125_uploaded_image1_1585933665.81.png""); width: 583px;",CFA,"Mermoz-Sacré-Cœur,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-1899735,Chat Siamois,299564.11042944784,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1899735_uploaded_image1_1586139854.78.png""); width: 488px;",demande,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/perruches-1934309,Perruches,299564.11042944784,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1934309_uploaded_image2_1586712626.37.png""); width: 488px;",demande,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-1935403,Chaton Persan,299564.11042944784,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1935403_uploaded_image1_1586726495.69.png""); width: 488px;",demande,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/vaches-1935629,Vaches,299564.11042944784,"Diourbel, Sénégal","background-image: url(""https://images.coinafrique.com/1935629_uploaded_image1_1586731094.02.png""); width: 436px;",demande,"Diourbel,","Diourbel,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/bufs-1954085,Bœufs,299564.11042944784,"Diourbel, Sénégal","background-image: url(""https://images.coinafrique.com/1954085_uploaded_image2_1587026163.05.jpeg""); width: 436px;",demande,"Diourbel,","Diourbel,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-1962491,Chaton,299564.11042944784,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1962491_uploaded_image2_1587134136.07.jpeg""); width: 488px;",demande,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/boeuf-1998573,Boeuf,475.0,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1998573_uploaded_image1_1587685670.89.jpeg""); width: 580px;",CFA,Dakar,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-chinchilla-2025374,Chaton persan chinchilla,299564.11042944784,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2025374_uploaded_image1_1588119661.jpg""); width: 488px;",demande,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-blanc-2052355,Chaton persan blanc,299564.11042944784,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2052355_uploaded_image2_1588568184.jpeg""); width: 488px;",demande,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chevre-race-boer-2061898,Chèvre Race Boer,650000.0,"Patte d'oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2061898_uploaded_image2_1588710321.jpeg""); width: 373px;",CFA,Patte,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/boeuf-2088141,Boeuf,299564.11042944784,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2088141_uploaded_image2_1589099090.jpeg""); width: 451px;",demande,Sicap,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/boeuf-2101700,Boeuf,299564.11042944784,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2101700_uploaded_image2_1589308301.jpeg""); width: 369px;",demande,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/buf-elevage-2147334,Bœuf élevage,750000.0,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2147334_uploaded_image1_1590007941.jpg""); width: 566px;",CFA,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/boeufs-2161624,Boeufs,299564.11042944784,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2161624_uploaded_image1_1590236359.jpg""); width: 440px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/poussins-brahman-et-cochin-2230369,Poussins brahman et cochin,299564.11042944784,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2230369_uploaded_image2_1591316837.jpeg""); width: 610px;",demande,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/boeufs-2239779,Boeufs,600000.0,"Bambey, Sénégal","background-image: url(""https://images.coinafrique.com/2239779_uploaded_image2_1591466347.jpeg""); width: 424px;",CFA,"Bambey,","Bambey,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-york-chocolat-2240976,Chaton york chocolat,150000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2240976_uploaded_image1_1591487576.jpg""); width: 467px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/taureau-nelore-2251055,Taureau Nélore,299564.11042944784,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2251055_uploaded_image2_1591656432.jpeg""); width: 525px;",demande,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/oies-2275120,Oies,1000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2275120_uploaded_image2_1591989839.jpeg""); width: 369px;",CFA,"Dakar,","Dakar,",Sénégal
