page-link,name,price,adresse,image-link,devise,quartier,ville,pays
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cauchois-3414597,Pigeon Cauchois,100000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3414597_uploaded_image2_1635789493.jpeg""); width: 451px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texan-3414604,Pigeons Texan,60000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3414604_uploaded_image2_1635789718.jpeg""); width: 451px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-femelle-mondain-3418994,Pigeon femelle Mondain,70000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3418994_uploaded_image1_1635954539.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-couple-cauchois-3418999,Pigeon couple Cauchois,70000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3418999_uploaded_image1_1635954718.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-couple-3426274,Poussins brahma couple,22000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3426274_uploaded_image2_1636309987.jpeg""); width: 441px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3436083,Pigeon,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3436083_uploaded_image1_1636807309.jpg""); width: 557px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3437255,Lapins,35000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3437255_uploaded_image2_1636886890.jpeg""); width: 506px;",CFA,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-femelle-orpington-3441502,Poule femelle Orpington,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3441502_uploaded_image1_1637127447.jpg""); width: 583px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-blanc-3441505,Pigeon Boulan blanc,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3441505_uploaded_image1_1637127613.jpg""); width: 583px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3444824,Pigeon Voyageur,17000,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/3444824_uploaded_image2_1637284516.jpeg""); width: 455px;",CFA,"Touba,","Touba,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3447997,Poules,3000,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3447997_uploaded_image2_1637496004.jpeg""); width: 414px;",CFA,Mermoz-Sacré,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3464191,Poules,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3464191_uploaded_image1_1638448708.jpg""); width: 566px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3464218,Poules,3000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3464218_uploaded_image1_1638449183.jpg""); width: 566px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-cravate-3468974,Couple pigeons cravate,25000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3468974_uploaded_image1_1638651001.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cou-nue-3473109,Poule cou nue,16000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3473109_uploaded_image1_1638884949.jpg""); width: 383px;",CFA,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-male-brahma-3494983,Jeune mâle Brahma,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3494983_uploaded_image1_1640242888.jpg""); width: 506px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-poule-brahma-3502325,Couple de poule Brahma,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3502325_uploaded_image3_1640848021.jpeg""); width: 506px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-crimpan-3505148,Pigeon Crimpan,75000,"Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3505148_uploaded_image1_1641130075.jpg""); width: 406px;",CFA,Diamalaye,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleue-hollandaise-3513806,Poule Bleue Hollandaise,15000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3513806_uploaded_image1_1641562270.jpg""); width: 602px;",CFA,"Mbao,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3520760,Lapins,40000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3520760_uploaded_image2_1641976764.jpeg""); width: 506px;",CFA,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3521128,Pigeons,Prixsur,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3521128_uploaded_image1_1641989046.jpg""); width: 369px;",demande,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angoura-3521996,Lapins Angoura,15000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3521996_uploaded_image2_1642019965.jpeg""); width: 559px;",CFA,"HLM,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-manteau-opale-3526942,Femelle manteau Opale,60000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3526942_uploaded_image1_1642346260.jpg""); width: 448px;",CFA,"Thies,","Thies,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3527552,Poule,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3527552_uploaded_image3_1642403544.jpeg""); width: 538px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3529776,Poulet,25003000,"Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3529776_uploaded_image2_1642526350.jpeg""); width: 488px;",CFA,Grand,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3530692,Coq Cochin blanc,Prixsur,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3530692_uploaded_image2_1642595028.jpeg""); width: 550px;",demande,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-coucou-3530700,Coq Cochin coucou,Prixsur,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3530700_uploaded_image2_1642595157.jpeg""); width: 550px;",demande,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-3536316,Couple Lapins,35000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3536316_uploaded_image2_1642949782.jpeg""); width: 506px;",CFA,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3537679,Lapins nains,35000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3537679_uploaded_image2_1643058435.jpeg""); width: 446px;",CFA,"Thies,","Thies,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3543634,Poussins Brahma,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3543634_uploaded_image1_1643440137.jpg""); width: 506px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-opal-rosa-3544071,Femelle opal rosa,35000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3544071_uploaded_image1_1643465628.jpg""); width: 448px;",CFA,"Thies,","Thies,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lot-de-3-pigeons-3544488,Lot de 3 pigeons,25000,"Sipres, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3544488_uploaded_image2_1643489630.jpeg""); width: 369px;",CFA,"Sipres,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3544759,Pigeons,45000,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3544759_uploaded_image1_1643532462.jpg""); width: 369px;",CFA,"Dieuppeul-Derklé,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-3546219,Coq Brahman,50000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3546219_uploaded_image2_1643635975.jpeg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-3546230,Poussin brahman,10000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3546230_uploaded_image2_1643636331.jpeg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-pondeuse-3546233,Poule pondeuse,45000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3546233_uploaded_image2_1643636476.jpeg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-3548688,Coq,30000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3548688_uploaded_image1_1643733991.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oeuf-poulet-brahma-3556035,Oeuf poulet Brahma,2500,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3556035_uploaded_image1_1644085287.jpg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-poule-brahman-3556200,Couple de poule Brahman,50000,"Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3556200_uploaded_image1_1644096446.jpg""); width: 369px;",CFA,Saint,"Louis,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3569532,Poule  Brahma,25000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3569532_uploaded_image2_1644995089.jpeg""); width: 506px;",CFA,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3575471,Poulets,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3575471_uploaded_image1_1645369161.jpg""); width: 538px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-cochin-3577024,Couple Cochin,90000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3577024_uploaded_image1_1645466016.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-3589888,Poule Cochin,90000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3589888_uploaded_image1_1646229530.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-3589893,Coq Cochin,80000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3589893_uploaded_image1_1646229663.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3594110,Lapins nains,30000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3594110_uploaded_image2_1646425966.jpeg""); width: 411px;",CFA,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poussins-brahma-3595177,Couple poussins brahma,20000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3595177_uploaded_image2_1646493730.jpeg""); width: 616px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussins-brahma-3599688,Trio poussins Brahma,20000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3599688_uploaded_image2_1646764115.jpeg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-femelle-texan-3606040,Pigeon femelle texan,25000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3606040_uploaded_image1_1647113482.jpg""); width: 626px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3610036,Pigeons,Prixsur,"Bambey, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3610036_uploaded_image1_1647364331.jpg""); width: 541px;",demande,"Bambey,","Bambey,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oiseaux-3620766,Oiseaux,80000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3620766_uploaded_image2_1648057839.jpeg""); width: 369px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3624677,Lapins,15000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3624677_uploaded_image2_1648325394.jpeg""); width: 446px;",CFA,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3658331,Poussins,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3658331_uploaded_image2_1650244788.jpeg""); width: 568px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3659922,Pigeon voyageur,Prixsur,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3659922_uploaded_image2_1650356720.jpeg""); width: 402px;",demande,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3659931,Pigeon,Prixsur,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3659931_uploaded_image2_1650357026.jpeg""); width: 402px;",demande,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3659941,Pigeons,Prixsur,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3659941_uploaded_image2_1650357667.jpeg""); width: 402px;",demande,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3663076,Poule,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3663076_uploaded_image1_1650514068.jpg""); width: 568px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/eclosion-16000-poussins-3664153,Eclosion - 16000 poussins,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3664153_uploaded_image1_1650570771.jpg""); width: 553px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3665205,Lapereaux,30000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3665205_uploaded_image2_1650639266.jpeg""); width: 534px;",CFA,"Mbao,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3669432,Pigeons,Prixsur,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3669432_uploaded_image2_1650934782.jpeg""); width: 651px;",demande,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-dragon-3671452,Pigeon dragon,20000,"Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3671452_uploaded_image2_1651059347.jpeg""); width: 369px;",CFA,"Mariste,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-femelle-frise-3671735,Cochin femelle frisé,40000,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/3671735_uploaded_image2_1651068449.jpeg""); width: 369px;",CFA,"Mboro,","Mboro,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-perdrix-3671744,Coq Brahma Perdrix,35000,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/3671744_uploaded_image2_1651068700.jpeg""); width: 369px;",CFA,"Mboro,","Mboro,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3675341,Pigeons,50000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3675341_uploaded_image2_1651328469.jpeg""); width: 411px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poules-bantam-3678837,Couple poules Bantam,80000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3678837_uploaded_image2_1651584122.jpeg""); width: 521px;",CFA,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-3679061,Poussin,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3679061_uploaded_image2_1651594438.jpeg""); width: 568px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-couple-brahman-3680687,Poule couple brahman,50000,"Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/3680687_uploaded_image2_1651677885.jpeg""); width: 369px;",CFA,Saint,"Louis,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-3680760,Lapin couple,65000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3680760_uploaded_image1_1651680730.jpg""); width: 410px;",CFA,Dakar,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3689928,Pigeons,Prixsur,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3689928_uploaded_image2_1652202348.jpeg""); width: 411px;",demande,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3694574,Pigeons,Prixsur,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/3694574_uploaded_image2_1652451578.jpeg""); width: 578px;",demande,"Niaga,","Niaga,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3701283,Poule Brahmâ,20000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3701283_uploaded_image2_1652878153.jpeg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-3701284,Coq Brahma,50000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3701284_uploaded_image1_1652878050.jpg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3707531,Poule,Prixsur,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3707531_uploaded_image1_1653273003.jpg""); width: 568px;",demande,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-1-jour-3712620,Poussins 1 jour,25000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg""); width: 391px;",CFA,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3713086,Poussins,27500,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3713086_uploaded_image2_1653586071.jpeg""); width: 396px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3717493,Poussins,Prixsur,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3717493_uploaded_image2_1653911809.jpeg""); width: 401px;",demande,"Diamniadio,","Diamniadio,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3719067,Poulet de chair,2500,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/3719067_uploaded_image2_1654006895.jpeg""); width: 432px;",CFA,"Niaga,","Niaga,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahmane-3725108,Coq Brahmane,45000,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/3725108_uploaded_image1_1654262429.jpg""); width: 496px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3726420,Pigeons voyageurs,Prixsur,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3726420_uploaded_image2_1654342686.jpeg""); width: 651px;",demande,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochins-3738020,Poussins Cochins,Prixsur,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3738020_uploaded_image1_1654981855.jpg""); width: 522px;",demande,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-chair-3756839,Poussins chair,28000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg""); width: 590px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nain-3756850,Lapins nain,30000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3756850_uploaded_image2_1656080565.jpeg""); width: 411px;",CFA,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3762877,Lapin,20000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3762877_uploaded_image1_1656485681.jpg""); width: 577px;",CFA,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3778360,Lapins,15000,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3778360_uploaded_image2_1657315361.jpeg""); width: 576px;",CFA,"Diamniadio,","Diamniadio,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-nain-3779800,Couple lapin nain,60000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3779800_uploaded_image2_1657474191.jpeg""); width: 369px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-hollande-3788366,Poulets Hollande,6000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3788366_uploaded_image2_1658082013.jpeg""); width: 382px;",CFA,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-frais-3749412,Poulets frais,3500,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3749412_uploaded_image2_1655656514.jpeg""); width: 671px;",CFA,"HLM,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-dornement-3795149,Poulet d'ornement,Prixsur,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3795149_uploaded_image2_1658494667.jpeg""); width: 651px;",demande,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3795801,Lapin nain,60000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3795801_uploaded_image2_1658525929.jpeg""); width: 369px;",CFA,Dakar,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3799302,Poules,2800,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3799302_uploaded_image2_1658780673.jpeg""); width: 418px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelles-manteau-opal-3802372,Femelles Manteau Opal,35000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3802372_uploaded_image2_1658943728.jpeg""); width: 549px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3803358,Poule Brahma,110000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3803358_uploaded_image2_1659010838.jpeg""); width: 671px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3803369,Poule Brahman,60000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3803369_uploaded_image1_1659011427.jpg""); width: 671px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-hermine-pur-sang-3807013,Femelle herminé pur sang,45000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3807013_uploaded_image2_1659264761.jpeg""); width: 432px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3809817,Poulets,3500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3809817_uploaded_image1_1659394489.jpg""); width: 418px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3812639,Poulet de chair,3000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3812639_uploaded_image2_1659524524.jpeg""); width: 428px;",CFA,"HLM,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3813508,Lapins,25000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3813508_uploaded_image2_1659550707.jpeg""); width: 443px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-opal-3817370,Pigeon Opal,Prixsur,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3817370_uploaded_image2_1659739915.jpeg""); width: 406px;",demande,"Saly,","Saly,",Sénégal
