page-link,name,price,adresse,image-link,devise,quartier,ville,pays
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2685886,Poulets,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2685886_uploaded_image1_1602359909.jpg""); width: 583px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/5-femelle-1-male-cochin-2685913,5 femelle - 1 mâle cochin,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2685913_uploaded_image1_1602360787.jpg""); width: 583px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-males-king-2687762,Pigeons mâles king,55000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2687762_uploaded_image1_1602444932.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-cochin-blanc-2687766,Poulet Cochin blanc,50000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2687766_uploaded_image1_1602445033.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2689453,Pigeon,25000,"Gibraltar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2689453_uploaded_image2_1602511661.jpeg""); width: 425px;",CFA,"Gibraltar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2695680,Couple texan,35000,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2695680_uploaded_image2_1602716686.jpeg""); width: 369px;",CFA,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2697330,Pigeon,100,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2697330_uploaded_image1_1602779150.jpg""); width: 411px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanc-2711734,Cochin blanc,Prixsur,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2711734_uploaded_image2_1603372456.jpeg""); width: 610px;",demande,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2711749,Cochin caïllouté,Prixsur,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2711749_uploaded_image2_1603372820.jpeg""); width: 610px;",demande,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-baraman-2712048,Poule Baraman,Prixsur,"Bargny, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2712048_uploaded_image1_1603379295.jpg""); width: 576px;",demande,"Bargny,","Bargny,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-de-flandre-2723627,Lapin / Géant de Flandre,40000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2723627_uploaded_image2_1603897714.jpeg""); width: 506px;",CFA,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-frises-milanais-2728978,Pigeons frisés milanais,75000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2728978_uploaded_image1_1604187368.jpg""); width: 411px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-flandre-2735556,Lapin géant Flandre,Prixsur,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2735556_uploaded_image2_1604425923.jpeg""); width: 506px;",demande,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/mondains-blancs-2739851,Mondains blancs,200000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2739851_uploaded_image2_1604571812.jpeg""); width: 411px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-pigeons-texans-2742216,Pigeon mondain - pigeons texans,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2742216_uploaded_image2_1604649342.jpeg""); width: 369px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/voyageurs-a-manteaux-2742963,Voyageurs à manteaux,30000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2742963_uploaded_image1_1604666266.jpg""); width: 411px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-2743094,Dindes,Prixsur,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2743094_uploaded_image1_1604668932.jpg""); width: 418px;",demande,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmane-2747312,Brahmane,35000,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2747312_uploaded_image1_1604842724.jpg""); width: 369px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/metisses-boulan-mondain-2747317,Métisses boulan - mondain,25000,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/2747317_uploaded_image2_1604842927.jpeg""); width: 369px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-pomeranie-2753142,Pigeon boulant pomeranie,60000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2753142_uploaded_image2_1605047412.jpeg""); width: 369px;",CFA,"Mbao,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2753197,Pigeon,20000,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2753197_uploaded_image2_1605049720.jpeg""); width: 369px;",CFA,"Mbao,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2771365,Poulets de chair,3000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2771365_uploaded_image2_1607623217.jpeg""); width: 666px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-ufs-de-caille-2777887,Cailles + œufs de caille,6000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2777887_uploaded_image2_1605969643.jpeg""); width: 438px;",CFA,Dakar,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nains-2787066,Lapin nains,35000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2787066_uploaded_image2_1606316715.jpeg""); width: 458px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-2813598,Pigeons texans,75000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2813598_uploaded_image1_1607288329.jpg""); width: 411px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-cochin-cailloute-2824883,Male cochin caïllouté,Prixsur,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2824883_uploaded_image2_1607700865.jpeg""); width: 610px;",demande,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-2838626,Pigeon Mondain,Prixsur,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2838626_uploaded_image1_1608276056.jpg""); width: 573px;",demande,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-2849328,Œufs à couver,115000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2849328_uploaded_image1_1608745484.jpg""); width: 671px;",CFA,"Ouakam,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-2850705,Coq Cochin blanc,35000,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2850705_uploaded_image1_1608816820.jpg""); width: 573px;",CFA,"Thies,","Thies,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2853881,Pigeons,Prixsur,"Bargny, Sénégal","background-image: url(""https://images.coinafrique.com/2853881_uploaded_image2_1609011772.jpeg""); width: 576px;",demande,"Bargny,","Bargny,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2880530,Poulets,2500,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2880530_uploaded_image1_1610226236.jpg""); width: 620px;",CFA,"HLM,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-et-poulets-de-chair-2886105,Dindes et poulets de chair,Prixsur,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2886105_uploaded_image2_1610468092.jpeg""); width: 435px;",demande,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2899128,Cochin caillouté,Prixsur,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2899128_uploaded_image2_1611044214.jpeg""); width: 610px;",demande,Keur,"Massar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-2907921,Poule cochin,40000,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2907921_uploaded_image2_1611416786.jpeg""); width: 369px;",CFA,"Medina,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-2917717,Poulet Brahma,35000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2917717_uploaded_image1_1611862617.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-blanc-2917722,Coq Brahmâ blanc,35000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2917722_uploaded_image1_1611862785.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-blanc-2917728,Poulet Brahmâ blanc,30000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2917728_uploaded_image1_1611862925.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-karavaty-chinoise-2921677,Pigeon Karavaty chinoise,15000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2921677_uploaded_image1_1612093526.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-romain-2921690,Paire pigeon Romain,80000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2921690_uploaded_image1_1612093907.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-coschoi-2921695,Paire pigeon Coschoi,70000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2921695_uploaded_image1_1612094191.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-boulons-2921717,Paire pigeon Boulons,50000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2921717_uploaded_image1_1612095131.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2921773,Poulet,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2921773_uploaded_image1_1612098138.jpg""); width: 418px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-2921831,Pigeon Laor,40000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2921831_uploaded_image1_1612100375.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-2921833,Pigeon Lahore,40000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2921833_uploaded_image1_1612100438.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2923781,Poulets de chair,3000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2923781_uploaded_image2_1612184474.jpeg""); width: 532px;",CFA,"Ouakam,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-rex-tricolore-2932849,Lapereaux rex tricolore,Prixsur,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2932849_uploaded_image1_1612486492.jpg""); width: 369px;",demande,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2942609,Pigeons,30000,"Joal Fadiouth, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2942609_uploaded_image1_1612913202.jpg""); width: 415px;",CFA,Joal,"Fadiouth,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2944254,Pigeons,40000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2944254_uploaded_image2_1612982200.jpeg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-hermine-2949738,Poussin brahmâ hermine,10000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2949738_uploaded_image2_1613229442.jpeg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-blanc-hermine-2950013,Poussin brahmâ blanc hermine,10000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2950013_uploaded_image1_1613239360.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-fermiers-2950193,Poussins fermiers,10000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2950193_uploaded_image2_1613251192.jpeg""); width: 369px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-2950921,Poussin brahman,3000,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2950921_uploaded_image1_1613311102.jpg""); width: 369px;",CFA,"Medina,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cokier-2954851,Pigeon Cokier,45000,"M'bour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2954851_uploaded_image1_1613494967.jpg""); width: 553px;",CFA,"M'bour,","M'bour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2970567,Lapins,15000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2970567_uploaded_image2_1614250381.jpeg""); width: 534px;",CFA,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-1-jour-2974676,Poussin  - 1  jour,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2974676_uploaded_image2_1614452429.jpeg""); width: 526px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2976666,Poulet,2500,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2976666_uploaded_image2_1614589004.jpeg""); width: 522px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2979256,Lapin Nain,30000,"Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2979256_uploaded_image1_1614674197.jpg""); width: 420px;",CFA,"Ngor,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-angora-2981287,Lapereaux Angora,15000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2981287_uploaded_image2_1614727617.jpeg""); width: 559px;",CFA,"HLM,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-2984079,Brahmâ,12500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2984079_uploaded_image1_1614854523.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-batman-2989976,Poussins de Batman,10000,"Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2989976_uploaded_image1_1615159441.jpg""); width: 402px;",CFA,"Cambérène,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-ondulees-2996669,Perruches ondulées,Prixsur,"Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2996669_uploaded_image2_1615474536.jpeg""); width: 410px;",demande,Point,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahma-3000249,Poules Brahma,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3000249_uploaded_image2_1615655282.jpeg""); width: 418px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pondeuse-3000537,Poulet pondeuse,3500,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3000537_uploaded_image2_1615668904.jpeg""); width: 392px;",CFA,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oison-de-toulouse-3000848,Oison de Toulouse,Prixsur,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3000848_uploaded_image1_1615686013.jpg""); width: 369px;",demande,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005822,Chateau,50000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3005822_uploaded_image1_1615938255.jpg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-king-3005849,Jeune king,50000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3005849_uploaded_image2_1615939888.jpeg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005856,Chateau,50000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3005856_uploaded_image2_1615940349.jpeg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleus-hollandais-3009280,Poules bleus hollandais,6500,"Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/3009280_uploaded_image2_1616101334.jpeg""); width: 369px;",CFA,Saint,"Louis,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3010219,Poulet,3000,"Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3010219_uploaded_image1_1616159454.jpg""); width: 604px;",CFA,Saint,"Louis,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3011311,Pigeon voyageur,5000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3011311_uploaded_image3_1616223766.jpeg""); width: 573px;",CFA,Dakar,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-dindes-rouge-3012683,Trio dindes rouge,130000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3012683_uploaded_image1_1616280245.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3017104,Poulet de chair,3000,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/3017104_uploaded_image2_1616512963.jpeg""); width: 557px;",CFA,"Touba,","Touba,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3020570,Poulet de chair,3000,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/3020570_uploaded_image2_1616677661.jpeg""); width: 557px;",CFA,"Touba,","Touba,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3020754,Poulets,Prixsur,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3020754_uploaded_image1_1616682583.jpg""); width: 441px;",demande,Grand,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3020864,Poulets de chair,Prixsur,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg""); width: 441px;",demande,Grand,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3024487,Coq Cochin blanc,70000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3024487_uploaded_image1_1616866962.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanche-3025104,Cochin blanche,65000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3025104_uploaded_image1_1616923906.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3033406,Pigeon,25000,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3033406_uploaded_image2_1617293185.jpeg""); width: 369px;",CFA,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-metisses-3035970,Lapins Angora métissés,15000,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg""); width: 369px;",CFA,Sicap,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3049719,Pigeon,150000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3049719_uploaded_image2_1617978715.jpeg""); width: 531px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3052171,Lapereaux,20000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg""); width: 431px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3055838,Lapin Angora,Prixsur,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3055838_uploaded_image2_1618276360.jpeg""); width: 369px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-3058782,Pigeon Laor,60000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-chateau-rouge-3063568,Pigeon Château Rouge,50000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3063589,Pigeon Lahor,30000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3063589_uploaded_image1_1618596539.jpg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3065835,Poules,3500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3065835_uploaded_image1_1618714726.jpg""); width: 432px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3072438,Lapin Angora,20000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3072438_uploaded_image2_1619019452.jpeg""); width: 369px;",CFA,Grand,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076657,Pigeon,40000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3076657_uploaded_image1_1619200129.jpg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076664,Pigeon,60000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3076664_uploaded_image2_1619200352.jpeg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076669,Pigeon,100000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3076669_uploaded_image1_1619200506.jpg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3076680,Pigeon Lahor,30000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3076680_uploaded_image1_1619200906.jpg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3082778,Poulet de chair,2500,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3082778_uploaded_image1_1619528177.jpg""); width: 448px;",CFA,"Mbao,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-pigeons-boulant-panarami-reproducteurs-3083820,Couples Pigeons Boulant Panarami reproducteurs,130000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3083820_uploaded_image2_1619564909.jpeg""); width: 531px;",CFA,"Rufisque,","Rufisque,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3087144,Pigeons,80000,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3087144_uploaded_image2_1619723224.jpeg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-fauve-adultes-3089288,Lapin couple fauve adultes,80000,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3089288_uploaded_image2_1619848403.jpeg""); width: 506px;",CFA,Hann,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-3090984,Pigeon Lahore,20000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3090984_uploaded_image2_1619904750.jpeg""); width: 369px;",CFA,"Rufisque,","Rufisque,",Sénégal
