page-link,name,price,adresse,image-link,devise,quartier,ville,pays
https://sn.coinafrique.com/annonce/chiens/chiot-yorkie-2373725,Chiot yorkie,300000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2373725_uploaded_image1_1593562231.jpg""); width: 498px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/berger-allemand-2374457,Berger allemand,350000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2374457_uploaded_image1_1593588468.jpg""); width: 400px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiot-caniche-2417666,Chiot Caniche,300000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2417666_uploaded_image2_1594290464.jpeg""); width: 369px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/malinois-pur-sang-2425090,Malinois pur sang,250000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2425090_uploaded_image1_1594426421.jpg""); width: 375px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2441977,Chiots malinois,250000,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2441977_uploaded_image1_1594815579.jpg""); width: 369px;",CFA,Mermoz-Sacré,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiots-bichons-2443734,Chiots bichons,200000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2443734_uploaded_image1_1594839124.jpg""); width: 472px;",CFA,"HLM,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiots-2452744,Chiots,300000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2452744_uploaded_image1_1595018955.jpg""); width: 436px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2457699,Chiots Malinois,200000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2457699_uploaded_image1_1595163103.jpg""); width: 400px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-2460286,Chiots Bichons Maltais,195000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2460286_uploaded_image1_1595235680.jpg""); width: 369px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/yorkshire-toy-femelle-2466136,Yorkshire toy femelle,750000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2466136_uploaded_image1_1595344530.jpg""); width: 488px;",CFA,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-2482151,Chiens  Berger allemand,200000,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2482151_uploaded_image1_1595683430.jpg""); width: 554px;",CFA,"Yoff,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/berger-allemand-2508974,Berger allemand,175000,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2508974_uploaded_image1_1596479158.jpg""); width: 369px;",CFA,Sicap,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2528100,Chiots Rottweiler,300000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2528100_uploaded_image1_1597008492.jpg""); width: 369px;",CFA,Dakar,"Dakar,",Sénégal
